"","screen_name","text","location"
"3804","Ally_TheBlonde","Would you rather get a computer virus or the flu? — The flu. If I got a computer virus I could lose everything. https://t.co/T0YuVMUeLl","Minnesota, USA"
"3805","bowserphd","Flu virus is a master shape-shifter

https://t.co/J50RFMAY9I","Hampton Roads Virginia"
"3806","stephcode","if you have the flu and you take fever-reducing drugs, your viral particles spread with more gusto. antipyretics increase the virus's transmission rate and duration (Earn, et al. 2014).","DC"
"3807","NationalPurview","@nytimes CCR5 deficiency mutation might cure HIV, but with a sick trade off of increased mortality per a West Nile Virus infected mosquito or even the flu?! <U+0001F912><U+0001F635>@WashingtonPost @TheEconomist @TheAtlantic @sciam @FinancialTimes @voxdotcom @BBCWorld @CNN @FoxNews https://t.co/aCkJ5tB2LA","USA"
"3808","erica_lynnn15","@d34ryx Swear I just got over this. Doctor told me I had a virus that was mimicking the flu <U+0001F62D><U+0001F62D><U+0001F644>","Thomasville, GA"
"3809","jwittta","that one time the H1N1 virus was going around and i thought it was called the heinie flu","Littleton, CO"
"3810","Potrblog","@gallus_pallas No, how protected you are from any #H3N2 virus depends on the #Antigenic distance from the infection or  flu shot you had (aka how different it is)

In the chart below the small dots = different strains
the greater the distance between = the less protection

#flu #sick #influenza https://t.co/DvV7NuPklW","Saint Louis"
"3811","VeezyFNB","@Malnormalulo The flu virus is the only virus you have to take every year... Not because it strengthens your immune system but because the virus changes rapidly... So you're crapshooting different strains of the flu in your body every year hoping to get lucky...","Saginaw, MI"
"3812","VeezyFNB","Vaccination talk is funny... So you mean to tell me that by me NOT having the flu virus injected in me that people can catch the flu FROM me??? How does that even make sense??? 

They lied to y'all

#flu #FluVaccine #ItsBullshit","Saginaw, MI"
"3813","mwtnews","A 6-year old Texas girl died from a flu-related virus in early February, health officials confirmed. https://t.co/xmiPuiunmw","Midland, TX"
"3814","olivialieberman","@ArielleBarouch Luke woke up with a nasty virus and Lila’s not far behind <U+0001F62B> We sat in the doctors for 2.5 hours making sure it wasn’t the flu.","The Mitten"
"3815","iamstephsmith","I thought you could use some flowers today. 
The flu hit our house this weekend and one kid is currently diagnosed while the other has strep and a virus and flu symptoms. 
And while sickness definitely slows things down, I freaking love being a mom to my sick children. Feedi… https://t.co/8EWUXWJs6s","Springdale, AR"
"3816","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/1TkjZIjkIz","Austin, Texas"
"3817","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/Pr8DPa5G40","Austin, Texas"
"3818","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/epRTScLSmV","Austin, Texas"
"3819","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/1ZvNWN0Qu1","Austin, Texas"
"3820","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/pGz2ahkJs4","Austin, Texas"
"3821","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/O5j8fahq8N","Austin, Texas"
"3822","tucksnews","Mind control and “the flu virus” https://t.co/hM2ZorT92a https://t.co/XwN2bLfoFh","Austin, Texas"
"3823","Clevecarole","@FSBull Hi, DB. I've got a busy week and you seem to be perpetually busy. But today was last low key day for a while. I'll take it.  Hope your flu/virus symptoms are better this week? Thinkin' about ya","Cleveland, OH"
"3824","MARIOLOIS","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/tMzNHvEgiR","Kitchener, Ontario"
"3825","rebeccaeweaver","@elainemadison_ I personally wouldn’t take the risk. The flu is a virus and as sucky as it is ya just have to let it run its course :/ for me the thought of making a sickness worse or dealing with one of the horrible side effects doesn’t weigh out the horribleness of the flu.","United States"
"3826","EMistSolutions","A different strain of the flu virus, a ""variant"" virus, now accounts for 46.9% of cases, the Centers for Disease Control and Prevention says.

https://t.co/DYnxz8ory1

#EMistInnovations #InfectionPrevention #FluSeason","Fort Worth, TX"
"3827","Medimobile1","""Australian researchers are hailing a major breakthrough in the development of a universal flu vaccine that protects against all strains of the virus.""

Copy the link and watch the video: 
https://t.co/EwEFQsyiI7

#flu #wellness #medimobile #vaccination","Australia"
"3828","cjdgevo","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/UOEsQWz1NI","Mexico"
"3829","hunaNatural","Herbal is my preferred Medicine <U+0001F331>.  
Peppermint + Elderflower, mixed in a 50:50 blend, makes an exceptionally effective Cold and Flu herbal medicine.  The average Cold virus lasts 5-7 days… https://t.co/fRM7KPlIPN","Winnipeg, Manitoba"
"3830","BbcDesk","Tutkimukset Tappavan influenssaviruksen, Kerran Kielletty, On Asetettu Jatkaa https://t.co/6W7CiaKQ10 https://t.co/Mm3OiT7jy0","United States"
"3831","TorchMcMahon","@FrankPeteani @AndrewSoucek @PWTorch nasty virus. Ended up with the flu, then bronchitis and a sinus infection. It's been a brutal week.","Boston, MA"
"3832","CanadiensMTL","Carey Price absent de l’entraînement aujourd’hui (virus).

Carey Price is not practicing today (flu).

#GoHabsGo","Montréal"
"3833","CanadiensMTL","Paul Byron (virus) et Carey Price (congé - repos) absents de l'entraînement ce matin.

Paul Byron (flu) and Carey Price (resting day) not practicing today.

#GoHabsGo","Montréal"
"3834","CanadiensMTL","Claude Julien affirme que Carey Price sera réévalué demain pour voir s'il est en mesure de jouer. Il a raté l'entraînement de lundi en raison d'un virus.

Julien says Price will be re-evaluated tomorrow to see if he can play. He missed practice on Monday with the flu. #GoHabsGo https://t.co/tmeSzOi7u1","Montréal"
"3835","FOX26Houston","First flu-related death in Galveston County https://t.co/oPs5OkBqWO @FOX26Houston https://t.co/YoWOcaWfY7","Houston, Texas"
"3836","MrJasonJones","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/oGbMM53jwk","Depoe Bay, Oregon"
"3837","GalienFdn","A new study shows exciting data! Researchers have found some immune cells can fight every known #flu virus https://t.co/dWXA3Sqc4z","New York, New York"
"3838","sportyginger","Thank you 2 the anti-vaxxers who have given everyone’s grannies the flu. The ICU is full. They aren’t looking good, unfortunately.  

Everyone in their family is coming to say goodbye so they can carry the influenza virus out to everyone else who didn’t get their shot. #Vaccinate","usa"
"3839","GSU_Research","What if you could get a single flu shot to protect against every strain of the virus? GSU researcher Bao-Zhong Wang is developing just such a vaccine, and on 3/4 you can vote for his discovery in #statmadness, a national research competition. Sign up here: https://t.co/x3yKZSRlC8 https://t.co/Tz6w7wyKBK","Atlanta, Georgia USA"
"3840","GSU_Research","Associate professor Bao-Zhong Wang has received $3.86 million to develop a universal flu vaccine that will protect against any strain of the virus. https://t.co/WJQj2BJN5p Think that's cool? Sign up to vote for his research in a national competition: https://t.co/5WwOJ4rrXA https://t.co/zcuaebzBcv","Atlanta, Georgia USA"
"3841","GSU_Research","Researcher Bao-Zhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million federal grant to develop a universal #flu vaccine that will protect against any strain of the virus. https://t.co/rFIv5JR4bN https://t.co/vAFbu6QnGx","Atlanta, Georgia USA"
"3842","GSU_Research","Associate professor Bao-Zhong Wang has received $3.86 million to develop a universal flu vaccine that will protect against any strain of the virus. https://t.co/4tvjRIgwKb Think that's cool? Sign up here to vote for his research in a national competition: https://t.co/4nhsh8XXuB https://t.co/Eat3PsxXOJ","Atlanta, Georgia USA"
"3843","stu085","Apparently meth cures influenza https://t.co/4tsy194Bpf","Guam"
"3844","mimetic_","@PackMama92 @Plasticdoe @brian_abramson @pistrix @chrissy_goss @Boxmenot @TsuDhoNimh @Melissa62263619 @TakeThatCDC @EmmaGPaley @AlexMurdoch7 @LaughlandMorgan @Just4TheCause @t3tragrammat0n @Henjam48 @rugbyrhino16 @elle_franks @GrumFromNorwich @lawnatural @thereal_truther @doritmi @seaglass34 @StopVaxxedLies @BlueLionBlog @TioChango_ @ChrisJohnsonMD @itsmepanda1 @toppediatrician @Joshua1_5 @GeoffSchuler @RebeccaLardner @DansMonkeyShack @DocMElliott @VeritasEver @PileOfGoop @mmelgar09 @ghoppe @alc_anthro @weaponizedword1 @viva__lala @WendyOrent @mcfunny @TPRMaynard7 @asiamoonbloom @mrlepus @urbanx_f @kidoctr @cantab_biker @JHowardBrainMD @dkegel What. Virus. Causes. Influenza. (Hint: it’s influenza).  You’re the person that brought “the flu” into this whole convo, buddy. https://t.co/3hBjQlT0SA","Canada"
"3845","mimetic_","@PackMama92 @Plasticdoe @brian_abramson @pistrix @chrissy_goss @Boxmenot @TsuDhoNimh @Melissa62263619 @TakeThatCDC @EmmaGPaley @AlexMurdoch7 @LaughlandMorgan @Just4TheCause @t3tragrammat0n @Henjam48 @rugbyrhino16 @elle_franks @GrumFromNorwich @lawnatural @thereal_truther @doritmi @seaglass34 @StopVaxxedLies @BlueLionBlog @TioChango_ @ChrisJohnsonMD @itsmepanda1 @toppediatrician @Joshua1_5 @GeoffSchuler @RebeccaLardner @DansMonkeyShack @DocMElliott @VeritasEver @PileOfGoop @mmelgar09 @ghoppe @alc_anthro @weaponizedword1 @viva__lala @WendyOrent @mcfunny @TPRMaynard7 @asiamoonbloom @mrlepus @urbanx_f @kidoctr @cantab_biker @JHowardBrainMD @dkegel Let’s take a step back. What virus causes the flu? And what virus was the article about?","Canada"
"3846","kiii3news","Texas continues to be a hot spot for flu cases and now another child has died from the virus. https://t.co/WYWYOF2Fpp","Corpus Christi, Texas"
"3847","stefkiro","#GoHabsGo #club1909 Carey Price absent de l’entraînement aujourd’hui (virus).

Carey Price is not practicing today (flu).

#GoHabsGo","St-Jean-sur-Richelieu"
"3848","stefkiro","#GoHabsGo #club1909 Paul Byron (virus) et Carey Price (congé - repos) absents de l'entraînement ce matin.

Paul Byron (flu) and Carey Price (resting day) not practicing today.

#GoHabsGo","St-Jean-sur-Richelieu"
"3849","ArponBasu","Carey Price will not practice today in L.A. due to a flu virus.","Montreal, Quebec"
"3850","itscottmichael","@yanitacalmdown just rest, fluids, and alternating ibuprofen and tylenol. you only need antibiotics if you have an infection. If it's just the cold/flu, they won't do anything for the virus.","Boston, MA"
"3851","KegoMosweu","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/6KQnLQoeMH","rosslyn"
"3852","CDCFlu","@gallus_pallas Thanks for your question. Yes, seasonal flu vaccine is made to protect against the H3N2 virus. 

View more facts <U+0001F449>https://t.co/Yc0KWtNg4K","Atlanta, GA"
"3853","KCENNews","Flu blamed for child's death in Galveston County. #Texas continues to be a hot spot for #flu cases and now another child has died from the virus. https://t.co/YhbQUtY9cO","Central Texas"
"3854","MLSSteve","@AstridScholte Might be the flu, The flu is everywhere in Utah right now.  It's been a terrible virus to get rid of. I am on week 2 and I am only 75% better. Go see a doctor!","Salt Lake City, UT"
"3855","cfahooligan","@serena20blazeit @KraziliaLove @amdeeeeeee But…. who cares? He’s ugly as fuck and looks like a human walking and talking flu virus if a virus could be a person. 10” dick isn’t worth lowering yourself for him.","Venice Beach, Los Angeles"
"3856","ThatsNotMetal","@Hella_Apocrypha Everything in that place is specifically painted a feverish nausea inducing red with glowing fluorescent light highlighting this even more. I've never left that place without the flu or rage virus from 28 Days Later.","Western Massachusetts, USA"
"3857","Emily123_4","@momof2dinosaurs Therefore creating a subcatagory of that virus that the vaccinated child is not vaccinated for. It’s the same reason they create new flu shots every year. Viruses can not mutate without an organism to mutate in and unvaccinated children are virtually hotspots for that to happen.","San Antonio, TX"
"3858","DHSWI","We're approaching #spring, but not the peak of #flu season yet. In fact, #FluGuy says there's another strain of the virus circulating now, hitting us w/a double whammy. Protect yourself &amp; your family; it's not too late to get a flu shot. Get the facts: https://t.co/IymW1XSac6 https://t.co/pjiEPodPuz","Wisconsin, USA"
"3859","GailABunning","Flu and colds and now stomach virus. I hate winter. Stick a fork in me, I am done. #sicksucks","Pennsylvania, USA"
"3860","DonRaj00767","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/ycIUKj3RfV","Redmond, WA"
"3861","ErinWojciechos1","@LiveKellyRyan I’m curious..What is the flu virus vs “The Flu?” Pretty sure iIt’s all caused by a virus?<U+0001F914>","Carpinteria, CA"
"3862","ByLaTinaEmerson","#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million federal grant to develop a universal #flu vaccine that will protect against any strain of the virus. #GSUResearch https://t.co/641NSc9zvZ https://t.co/NqWTqqmKbX","Atlanta, GA"
"3863","strnr","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/O29qbjaqjy","Charlottesville, VA"
"3864","affiliatewillie","New Post: Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/iHDeJA5Lts","United States"
"3865","bermaninstitute","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/URcNRXf5y4","Baltimore, Maryland"
"3866","GeorgiaStateLaw","""Seasonal vaccines are often unreliable because they can only target specific strains of the flu virus""

#core64 
@statnews 
@GeorgiaStateU

https://t.co/6K3hx3mYO4","Atlanta"
"3867","MyParadiseMoon","Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/HTqiwjY5Rr","New York"
"3868","DailyToreador","As the winter season comes to an end, experts warn the community to remain mindful of the dreaded flu virus.
https://t.co/mkV74CPRbb","Lubbock, TX"
"3869","Rndubois","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/XUJx723A2N","Charleston, SC"
"3870","FDAadcomm","Note: The FDA has not yet posted the links to materials about the strains for the next flu vaccine. Typically, the Agency links to the @WHO's recommendations, and the committee votes on whether they agree with these strains. Their recommendations are here: https://t.co/3TI9G56qND","Washington DC"
"3871","KinselThomas","@Skhoury54 My question is...if flu virus can't live outside a body for very long...how does it always return every year. Hmm","Mansfield, OH"
"3872","drjewilliams","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/S6je4xKSp2","Sarasota, FL"
"3873","drjewilliams","Influenza virus has a simple strategy: infect as many as possible. It keeps us off balance. It’s predictably unpredictable. This year’s pattern might be: start mild, end strong. https://t.co/gY6JzuPF4S","Sarasota, FL"
"3874","samrrac","Nah how can one person get 3x the infections with the flu. I’m just a walking virus at this point and it’s only been one day","Australia "
"3875","dbo_sc","Just getting over some God-awful flu virus this weekend despite having the flu shot and my only weekend off in 2 months since the start of Job 2!
Just wanna give y'all a fair warning! That string of flu virus is no joke, one of the worst I've had in 10 years. https://t.co/a0CznFokh4","South Carolina"
"3876","Delaware_DHSS","Temple University students, faculty and staff are on alert after four students tested positive for mumps, a highly infectious virus with symptoms similar to the flu. To learn more about mumps:
https://t.co/iDXMXamZHe https://t.co/nLSQIbxzY7","Delaware"
"3877","kuukisu","How about some swine flu? 
#crochet #amigurumi #virus #disease #swineflu https://t.co/2SKXtYwqPy","Cleveland, OH"
"3878","_steve3_","When the body continues to get rid of the flu virus

Waking up and soaked

The body's way of healing itself...I hope 

Just cold as he'll...<U+0001F927><U+0001F912><U+0001F927>

Cc @CDCFlu","Highlands Ranch, CO"
"3879","AquaPlumber","Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/HxvxHlKAna","Lithonia, Ga"
"3880","AlexA_Lionheart","@SeffersTM @VanessaMythdust @SlothPlaysNecro may god be with u when the flu hits

but no ordinary flu... its like a vanessa virus..

u slowly turn into a bird
she crams u into her monitor
ur forced to do derby for the rest of ur life under her wizardry care","California"
"3881","HGShaddock","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/Hhx7eq6vv0","Boston, MA"
"3882","digitalholocost","@PplOverPolitics if the basic principle of a vaccine is weak flu virus is shot in u for your body to develop immunity on its own in parallel understanding fully or partially doesn't sound good at all","Utica, NY"
"3883","TomAnswers10","Unlike type A (h3n2) flu viruses, type B flu is found only in humans. Type B flu may cause a less severe reaction than type A flu virus, but occasionally, type B flu can still be extremely harmful. Influenza type B viruses are not classified by subtype and do not cause pandemics.","Atlanta, GA"
"3884","Travelingsoul77","Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/cJ5tKjbUvd","Missouri USA"
"3885","brotips","Humans Are Now At Risk Of Contracting Bat Flu As If The Zombie Deer Virus Wasn't Bad Enough https://t.co/xET0yNtDfU","Los Angeles, CA"
"3886","brotips","Humans Are Now At Risk Of Contracting Bat Flu As If The Zombie Deer Virus Wasn't Bad Enough https://t.co/SPeEIEPWZu","Los Angeles, CA"
"3887","brotips","Humans Are Now At Risk Of Contracting Bat Flu As If The Zombie Deer Virus Wasn't Bad Enough https://t.co/SPeEIEPWZu","Los Angeles, CA"
"3888","aknoppel","Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/jlYvhsOBBU","Southern California"
"3889","mollyculetheory","@kathilatte Upon brief research, some churches are replacing holy water fonts with single-use holy hand pumps a lá hand sanitizer to reduce the risk of transmitting flu virus!","New York"
"3890","BroBible","Humans Are Now At Risk Of Contracting Bat Flu As If The Zombie Deer Virus Wasn't Bad Enough https://t.co/D5Zpur0Rgc","Los Angeles, CA"
"3891","BroBible","Humans Are Now At Risk Of Contracting Bat Flu As If The Zombie Deer Virus Wasn't Bad Enough https://t.co/F0wFHW75IG","Los Angeles, CA"
"3892","BroBible","Humans Are Now At Risk Of Contracting Bat Flu As If The Zombie Deer Virus Wasn't Bad Enough https://t.co/D5Zpur0Rgc","Los Angeles, CA"
"3893","GTGYK","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/2cPXbLbPhC","Chicago, IL"
"3894","DelthiaRicks","Lurking: Disease X, the still-as-yet unknown globe-girdling killer that could claim millions of lives. Some scientists think a future pandemic flu virus might become a real-life Disease X, mimicking the devastation of the Great Influenza in 1918 https://t.co/8DJVHjuCbX https://t.co/fcPB34L848","New York"
"3895","LaurenStombaugh","I am so sick of cold and flu season and catching a virus every other week <U+0001F629>","Houston, TX"
"3896","megasheanster","Just got back form the doctor, I don't have the flu but they said I probably have some viral virus or whatever lol. Will have to go pick up some medication tomorrow tho","United States"
"3897","WeddingsnMotion","Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/pPPhAtu7Lu","Mississauga, Ontario"
"3898","mjmull","It is a good thing to have careful studies securely performed that will help us be prepared.  We do have to prepare for the worst, while hoping never to need to face it. ---&gt; Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/yFch1lD5uY","New York, USA"
"3899","jonnydevil_","Oregano is a powerful naturally occurring antibiotic that can fight off a cold and flu virus.","SAN FRANCISCO"
"3900","psychoBOBlogy","""Viruses are often ignored in relation to neurodegenerative diseases. That’s in part because there’s no clear sign that a virus causes a neurodegenerative disease. But it might.""

Can the Flu and Other Viruses Cause Neurodegeneration? https://t.co/vfUGaqUGIx https://t.co/dKiOuy2RPP","Wisconsin"
"3901","DougHawk","@nighttr37778537 @Storm_fa_Q @Charliekuss @DeniseInCanada @MsMary88034626 @ThedeplorableM @Crazyscubadiver @rgladstone @nemo_gratis @rosannaanisi1 @ryder_kris @Lots_Of_Fun_69 @JennyTalia2810 @hllfrezenovr @LetsbeFrank66 @homininus @LideFranks @lassiter1550 @J777Cindy @Danbalkwill1 @BrentDgls @NewImproved9 @KahnSing @DeborahGidget @DurBabushka @smfehir @katsil1 @max007ab @angelo_zeppieri @IVOTE63452318 @PolitcialS @CBCPolitics @CBCNews @KribbyMortus @john_lambe @ljbeebe @_CanadasAngel @CruelLogic1 @Pha_Queue @Qanadasentme @SaveRHomes @SusanIverach @laShawner951 @Evenings_Star @SailorCanadian @PierrePoilievre @2pm Flu shots I'm on 20 years straight, had the flu only a few times ,I think it's important esp in young children &amp; anyone over 50 ,the flu is a respiratory virus &amp; it's killed many","Canada"
"3902","AtroxLong","@Henriekeg *raises hand*
Either the flu or some other unknown virus.","Norway"
"3903","dimplelalala","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/NX8VpEmudm","New Jersey, USA"
"3904","Lord_Bearington","What if viruses were really big like a Hercules beetle sized flu virus tryna crawl in your mouth at night #whatif","Michigan, USA"
"3905","RevDeuceWindham","@kathyclater Yea, not much they can do about the flu. Those virus are a pain, but mine ended up getting a bacterial infection and thats what really escalated everything.","Monroe, LA"
"3906","JorBestBet","The flu/virus going around is a mean one!! I’ve been down and out all week. FINALLY today I feel about 90% better. Lots of tea today and maybe just one stroopwafel <U+0001F60A> #teatime… https://t.co/4FBIwPu1Js","Austin, TX"
"3907","DrDavidHulme","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/JSzLu6EqYL https://t.co/y1mDHLNEyn","Southern California"
"3908","mjzeni","@bobsaget False information tho Mr. Saget and I love your mind.  A flu shot NEVER gives one the flu.  It is made with dead virus <U+0001F9A0> Prior to your vaccine you encountered a live virus which did do its job too","San Clemente, CA"
"3909","nickwohlge","The new framework for evaluating dual use research of concern is a good thing, but the bottom line of this article should be that the studies listed here are actually quite safe: Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/edr7XEhMt5 https://t.co/Y0J0OEaYuN","Memphis, TN"
"3910","RustyGoat","Strep has been hitting lots of people I know hard this year. I'm going to let them know about this.  Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/75eqql4gUF https://t.co/tieYV0FrcS","Near Lubbock Texas"
"3911","AlyssaLove72","@beasto32 Mine is ""is the flu or a cold?"" because my fibromyalgia muscle aches get worse with any virus, thus making a cold feel like the body aches of a flu.  Feel better soon, girl :-)","Washington, DC"
"3912","zapgotcha","@NYTHealth This is terrible the flu virus changes so fast we could create a killer with world wide complications. 1918-1919 Flu.","New York, USA"
"3913","Koernerr","The Sleepover https://t.co/SnB152JPqa has been a busy week. #sleepover #grandkids #virus #flu","Deerfield, IL"
"3914","marymactwit","Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/0oMo6YBLnL","Mississauga, Ontario CANADA"
"3915","WhatsNewsSite","'Studies of Deadly Flu Virus, Once Banned, Are Set to Resume'

The decision was not made in a very transparent way...

https://t.co/jrFzerIUFi","Scranton, PA"
"3916","cargillclerk","Choice, because you make that choice to take them, to take them again and again, the drugs are not an airborne or waterborne virus or bacteria that you cannot prevent being exposed to like measles or the flu.  We can vaccinate for those, drugs/booze you choose. https://t.co/cvNRAafYJt","central IL"
"3917","pkdof","This frightening report deserves more attention. Who decided to resume these studies and why? Was it on Putin’s wish list? Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/mvKoNTXdmy","Los Angeles"
"3918","egladstone","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/85U8JF1GXs","Aptos hills, CA"
"3919","BertrandSandjo2","Quick Facts About the Flu:

The antigenic properties of the two relatively stable internal structural proteins, the nucleoprotein and the matrix protein, determine virus type.","Lubbock, TX"
"3920","tina_smith90","How to Disinfect Toothbrushes

We’re in the thick of cold and flu season and if you or someone in your household had a cold, the flu, or a virus, you should either disinfect the toothbrush or replace it. This keeps you from re-infecting yourself and ke https://t.co/OzO0hKF953","United States"
"3921","LynnyontheFly","@boldlionessp28 @Jordan_Sather_ You cannot use the flu vaccine or Influenzae in general as the poster child for efficacy. It’s almost unfair. Before vaccines. Flu elicited huge mortality rates. Even if 50% lucky that you’re exposed to the virus you’re vaccinated against, that’s the difference between life a&amp;not","United States"
"3922","ebwells38","Great to know ... https://t.co/6iYr9sGe9S","New York, NY"
"3923","TateSori","@SecretService @FBI Strength in eating your own species. BEFORE THE GREAT SNOW MAMMOTHS FLUSH EVERY PART OF THEIR GUT. Ebola, mammoth virus. A fever determines how hot to run the skull in front. You shit your guts out and fever claims your memory. Ebola. Amen to Stop you death with mammoth flu. Amen","Howell Michigan"
"3924","ebethampton","A recap of my last 2 weeks: the flu, sinus infection, stomach virus. Really fun times in my life.","Birmingham, AL"
"3925","CBTLTweet","@ufc @TeciaTorres @RockyPMMA Im looking at Tecia's face on the stool, &amp; she looks like some1 suffering from a stomach flu, virus, or food poisening or something. Cant put my finger on it exactly, but seems like something with her stomach.  #ufc235","Los Angeles, CA"
"3926","brownbarnes","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/gOmEEDL9Pw","United Nations "
"3927","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and god a bad headache I'm feeling so bad right now get well soon to me I know god can heal me — feeling sick","Macon, GA"
"3928","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus got a bad headache I'm feeling so bad right now get well soon to me I know god can heal me — feeling sick","Macon, GA"
"3929","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and the stomach virus and got a bad headache I'm feeling so bad right now — feeling sick","Macon, GA"
"3930","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a headache I'm feeling so bad get well soon to me — feeling sick","Macon, GA"
"3931","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a bad headache I'm feeling so bad right now get well soon to me — feeling sick","Macon, GA"
"3932","Tonishasherma11","Family and friends keep and your prayers I'm sick with the flu and stomach virus and got a bad headache I'm feeling so bad right now get soon to me to god got me — feeling sick","Macon, GA"
"3933","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a bad headache I'm feeling so bad right now get well soon to me I know god can heal me","Macon, GA"
"3934","Tonishasherma11","Family and friends keep me and your prayers I'm sick with this flu and stomach virus now 
got a bad headache 
get well soon to me — feeling sick","Macon, GA"
"3935","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a bad headache I'm feeling so bad right now get well soon to me I know god can heal","Macon, GA"
"3936","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a bad headache I feeling so bad now get well soon to me I know god can heal me — feeling sick","Macon, GA"
"3937","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a bad headache I'm feeling so bad right now get well soon to me god got me feeling bad all day","Macon, GA"
"3938","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and the stomach virus and got a bad headache I'm feeling so bad right now get well soon to me god got me — feeling sick","Macon, GA"
"3939","Tonishasherma11","Family and friends keep me and your prayers I'm sick with this flu and stomach virus and got a bad headache I'm feeling so bad right now get well to me god got me — feeling sick","Macon, GA"
"3940","Tonishasherma11","Family and friends keep me and your prayers I'm sick with the flu and stomach virus and got a bad headache I'm feeling so bad right now get well soon to me god got me — feeling sick","Macon, GA"
"3941","HuckSheila","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/DrngYjQgTb","Hartsdale, NY"
"3942","MentalCalm","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume - The New York Times https://t.co/V3Ma7li9BZ","Miami, FL"
